os : Raspbian
cpu : ARM Cortex-A7 4-Core @ 900 MHz
main memory : 1GB

=== P-norm IPE Performance Measurement ===
+ Details for 100times

N=8, M=10, P=2
0.042991943,0.000037031,0.000017604,0.034793751,0.016069303
0.003567016,0.000032656,0.000017969,0.033629225,0.015893210
0.003652327,0.000032916,0.000016302,0.033801203,0.015908679
0.003562536,0.000029323,0.000016302,0.033559486,0.015926387
0.003495610,0.000026719,0.000017552,0.033637871,0.015851075
0.003478005,0.000027604,0.000016302,0.033562871,0.015826544
0.003540713,0.000027813,0.000016354,0.033545736,0.015875189
0.003493995,0.000026979,0.000015937,0.033505892,0.015872533
0.003472380,0.000026823,0.000016719,0.033625683,0.015859669
0.003544932,0.000029011,0.000015782,0.033577611,0.015864981
0.003469255,0.000029896,0.000016406,0.033594069,0.016050762
0.003487328,0.000028854,0.000016146,0.033615475,0.015848159
0.003534151,0.000029948,0.000017239,0.033661256,0.015908211
0.003493005,0.000027187,0.000018541,0.033638861,0.015906075
0.003498942,0.000029531,0.000015677,0.033116258,0.015944773
0.003529307,0.000030156,0.000016146,0.033085530,0.015956492
0.003560870,0.000029947,0.000015833,0.033143654,0.016016491
0.003554099,0.000034219,0.000019374,0.033457247,0.021047354
0.003593161,0.000037031,0.000016615,0.033257717,0.016042532
0.003536651,0.000029532,0.000016146,0.033191050,0.021640373
0.003566703,0.000036042,0.000016511,0.033204488,0.016066543
0.003530245,0.000031354,0.000017344,0.033187091,0.015970814
0.003535765,0.000030208,0.000017343,0.033149019,0.016134511
0.003536078,0.000030052,0.000016354,0.033194175,0.016063262
0.003491703,0.000030468,0.000017083,0.033320008,0.016124616
0.003602900,0.000033906,0.000016459,0.033242977,0.016257949
0.003563370,0.000035781,0.000016875,0.033172404,0.016062220
0.003524047,0.000033698,0.000015990,0.033175061,0.015959825
0.003540921,0.000030990,0.000017500,0.033129957,0.015973523
0.003528995,0.000028125,0.000017344,0.033122561,0.016161803
0.003523578,0.000031666,0.000016198,0.033223862,0.016046282
0.003502120,0.000033072,0.000018490,0.033204331,0.015981700
0.003542120,0.000030104,0.000016823,0.033323237,0.016114876
0.003483735,0.000030729,0.000017240,0.033562403,0.016152845
0.003492692,0.000027500,0.000017136,0.033522142,0.016111074
0.003525974,0.000029010,0.000017395,0.033470424,0.016176803
0.003497224,0.000027969,0.000017084,0.033489486,0.016147897
0.003493631,0.000030052,0.000016198,0.033505892,0.016087636
0.003518942,0.000028177,0.000016094,0.033448341,0.016117428
0.003483006,0.000028281,0.000016041,0.033550788,0.016535395
0.003543213,0.000034218,0.000017187,0.033627558,0.016119356
0.003549046,0.000031145,0.000016406,0.033485267,0.016129876
0.003490557,0.000027292,0.000017188,0.033455216,0.016145865
0.003495037,0.000028854,0.000015781,0.033480632,0.016077793
0.003534099,0.000027448,0.000016094,0.033480007,0.016235031
0.003479724,0.000030677,0.000017343,0.033468809,0.016135553
0.003497589,0.000029427,0.000016094,0.033470007,0.016085188
0.003647432,0.000036042,0.000019322,0.033831724,0.016293678
0.003548057,0.000032031,0.000016302,0.033538549,0.016146178
0.003494256,0.000029532,0.000015886,0.033704850,0.016132636
0.003537067,0.000030469,0.000016302,0.033509746,0.016149824
0.003491912,0.000028385,0.000017291,0.033447090,0.016182740
0.003493370,0.000029219,0.000015781,0.033501309,0.016153991
0.003529047,0.000028750,0.000016406,0.033513496,0.016169459
0.003484880,0.000027760,0.000015520,0.033477195,0.016304198
0.003492276,0.000029739,0.000015625,0.033523652,0.016167324
0.003547588,0.000030156,0.000015625,0.033442663,0.016170969
0.003490297,0.000029062,0.000015625,0.033451466,0.016175137
0.003486443,0.000026875,0.000016302,0.033482195,0.016171387
0.003532745,0.000027135,0.000015365,0.033420841,0.016218990
0.003471756,0.000029323,0.000015573,0.033461361,0.016178000
0.003479568,0.000028437,0.000015365,0.033450268,0.016134199
0.003592016,0.000032813,0.000016302,0.033865787,0.016262063
0.003549984,0.000036302,0.000016042,0.033495527,0.016207844
0.003499411,0.000030833,0.000015677,0.033681204,0.016182064
0.003554047,0.000030781,0.000017500,0.033507612,0.016194824
0.003483265,0.000029948,0.000016615,0.033461570,0.016156230
0.003494412,0.000030938,0.000015520,0.033469955,0.016147533
0.003524307,0.000029219,0.000015833,0.033446413,0.016267428
0.003510765,0.000033334,0.000015781,0.033735319,0.016397844
0.003625297,0.000031927,0.000016615,0.033008863,0.016043053
0.003551182,0.000029219,0.000016198,0.032933551,0.016112376
0.003490661,0.000027448,0.000016042,0.032939644,0.016051178
0.003485349,0.000026094,0.000016198,0.033021780,0.016050501
0.003531599,0.000029531,0.000016510,0.032914124,0.016042064
0.003489099,0.000027968,0.000017083,0.032917614,0.016035606
0.003496495,0.000029427,0.000017969,0.033159280,0.016035918
0.003486547,0.000027916,0.000016563,0.032928812,0.016011491
0.003541443,0.000029010,0.000016875,0.032909489,0.016041387
0.003463839,0.000028073,0.000016145,0.032943864,0.016056960
0.003485088,0.000025781,0.000017500,0.032958864,0.016032532
0.003518370,0.000026458,0.000016094,0.032959437,0.016017012
0.003510870,0.000026980,0.000016667,0.033060634,0.016055658
0.003498838,0.000028594,0.000015989,0.032960061,0.016104563
0.003483370,0.000028645,0.000016146,0.032983499,0.018382262
0.003621650,0.000034167,0.000017604,0.033025894,0.016074460
0.003505765,0.000029062,0.000016042,0.032933238,0.016118001
0.003478110,0.000029166,0.000016875,0.033014749,0.016020345
0.003555036,0.000027032,0.000016459,0.032962717,0.016110658
0.003497797,0.000027917,0.000017136,0.033024020,0.015747065
0.003486547,0.000028646,0.000016771,0.033055269,0.015723940
0.003482015,0.000029739,0.000016406,0.033040790,0.015702691
0.003520088,0.000027917,0.000016094,0.033130008,0.015856440
0.003529151,0.000033125,0.000017916,0.033175321,0.015851857
0.003495245,0.000032032,0.000018437,0.033184175,0.015722117
0.003491026,0.000030208,0.000016093,0.033032040,0.015723993
0.003525557,0.000030833,0.000018854,0.033015322,0.015734669
0.003470454,0.000029635,0.000017083,0.032997092,0.015727639
0.003481443,0.000029063,0.000019323,0.033100477,0.015722534
0.003473266,0.000028958,0.000016667,0.033031988,0.015711441

N=8, M=10, P=4
0.031507204,0.000061250,0.000031458,0.066929493,0.032932197
0.031093612,0.000053750,0.000031511,0.066888556,0.032904645
0.031132882,0.000051249,0.000030417,0.066917201,0.032927926
0.031416631,0.000056302,0.000029791,0.068038447,0.032466053
0.031066685,0.000049114,0.000030938,0.067633397,0.032433241
0.031163507,0.000054062,0.000029115,0.067715428,0.032459647
0.031500693,0.000055937,0.000031510,0.067773188,0.032504855
0.031039757,0.000051875,0.000030364,0.067673292,0.032467095
0.031237465,0.000049687,0.000030937,0.067824958,0.032436783
0.031086893,0.000048853,0.000029635,0.067613865,0.032488501
0.031090070,0.000050677,0.000028907,0.067684698,0.032433918
0.031057049,0.000054635,0.000029114,0.066472412,0.032422929
0.031433505,0.000056250,0.000028594,0.066731161,0.032517460
0.031162310,0.000054010,0.000029583,0.066616786,0.032504855
0.031019393,0.000050104,0.000027240,0.066432361,0.032454907
0.031135695,0.000119792,0.000036197,0.066954494,0.032576730
0.031168559,0.000050104,0.000027083,0.066424339,0.032490637
0.031023820,0.000054635,0.000028750,0.066510693,0.032553970
0.031099965,0.000052760,0.000027395,0.066535120,0.032869853
0.031134861,0.000050937,0.000031146,0.066900847,0.032676000
0.031217517,0.000050885,0.000032865,0.066901317,0.032654542
0.031068142,0.000049375,0.000026979,0.067099180,0.032763500
0.031169496,0.000049114,0.000029739,0.066932619,0.032646834
0.031205954,0.000054322,0.000029115,0.066992046,0.032646417
0.031022987,0.000054010,0.000027292,0.066987462,0.032757198
0.031148715,0.000053698,0.000028958,0.067040275,0.032666313
0.031182934,0.000053177,0.000027708,0.066935430,0.032623708
0.031089340,0.000053177,0.000026614,0.067006212,0.032805948
0.031088716,0.000052916,0.000025573,0.067015743,0.032636209
0.031086945,0.000048801,0.000028906,0.066974545,0.032650219
0.031017362,0.000046301,0.000026511,0.067195170,0.032734750
0.031205122,0.000051406,0.000025729,0.067030118,0.032596678
0.031065330,0.000054219,0.000027969,0.067025066,0.032591626
0.031141684,0.000048750,0.000027396,0.067144909,0.032762406
0.031045122,0.000051458,0.000028802,0.067102045,0.032892301
0.031237309,0.000052499,0.000028230,0.067014754,0.033076311
0.031011737,0.000049636,0.000029115,0.066989076,0.032941051
0.031015435,0.000049531,0.000030104,0.067018243,0.032892354
0.031027049,0.000045260,0.000031771,0.066994233,0.032843344
0.030986841,0.000047031,0.000031146,0.067126211,0.033103447
0.031119705,0.000052031,0.000029219,0.067356522,0.032933499
